NUM,Year,Player,Team,Notes,Pos,Age,G,GS,MP,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,INJ_IN_YR,TOT_INJ,INJ_TO_USG,MPG,INJ_TO_MIN
3173,2012,Lamar Odom,Mavericks,illness (DNP),SF,32,50,4,1027,9.2,0.423,0.318,0.281,4,18.7,11.4,12.9,1,1.4,11.7,20.1,-0.9,1.2,0.3,0.014,-3.6,0.5,-3.1,-0.3,123,349,0.352,28,111,0.252,95,238,0.399,0.393,58,98,0.592,36,172,208,83,20,18,52,97,332,3,3,14.925,20.54,0.15
3174,2012,Lamar Odom,Mavericks,stomach ailment (DNP),SF,32,50,4,1027,9.2,0.423,0.318,0.281,4,18.7,11.4,12.9,1,1.4,11.7,20.1,-0.9,1.2,0.3,0.014,-3.6,0.5,-3.1,-0.3,123,349,0.352,28,111,0.252,95,238,0.399,0.393,58,98,0.592,36,172,208,83,20,18,52,97,332,3,3,14.925,20.54,0.15
3175,2012,Lamar Odom,Mavericks,placed on IL,SF,32,50,4,1027,9.2,0.423,0.318,0.281,4,18.7,11.4,12.9,1,1.4,11.7,20.1,-0.9,1.2,0.3,0.014,-3.6,0.5,-3.1,-0.3,123,349,0.352,28,111,0.252,95,238,0.399,0.393,58,98,0.592,36,172,208,83,20,18,52,97,332,3,3,14.925,20.54,0.15
3176,2012,LaMarcus Aldridge,Blazers,sore left ankle (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3177,2012,LaMarcus Aldridge,Blazers,sore back (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3178,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3179,2012,LaMarcus Aldridge,Blazers,surgery on right hip to repair torn labrum (out for season) (date approximate),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3180,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3181,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3182,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3183,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3184,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3185,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3186,2012,LaMarcus Aldridge,Blazers,sprained left elbow (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3187,2012,LaMarcus Aldridge,Blazers,placed on IL with sprained left ankle,PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3188,2012,LaMarcus Aldridge,Blazers,activated from IL,PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3189,2012,LaMarcus Aldridge,Blazers,right hip injury (DNP),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3190,2012,LaMarcus Aldridge,Blazers,arthroscopic surgery on right hip to repair torn labrum (out indefinitely),PF,26,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.4,2.2,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,15,79,55.556,36.25,0.41
3191,2012,Lance Stephenson,Pacers,sprained left ankle (DTD),SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3192,2012,Lance Stephenson,Pacers,sprained right ankle (DNP),SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3193,2012,Lance Stephenson,Pacers,sprained right ankle (DNP),SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3194,2012,Lance Stephenson,Pacers,placed on IL,SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3195,2012,Lance Stephenson,Pacers,activated from IL,SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3196,2012,Lance Stephenson,Pacers,placed on IL,SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3197,2012,Lance Stephenson,Pacers,activated from IL,SG,21,42,1,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,7,28,40.462,10.52,0.67
3198,2012,Lavoy Allen,76ers,activated from IL,PF,22,41,15,624,12.7,0.488,0,0.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.4,1.2,1.6,0.124,-3.1,1.8,-1.3,0.1,79,167,0.473,0,0,NA,79,167,0.473,0.473,11,14,0.786,47,124,171,34,13,18,20,73,169,1,20,6.897,15.22,0.07
3199,2012,Lazar Hayward,Thunder,placed on IL,SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3200,2012,Lazar Hayward,Thunder,fractured orbital floor (DNP),SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3201,2012,Lazar Hayward,Thunder,fractured orbital floor (DNP),SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3202,2012,Lazar Hayward,Thunder,fractured orbital floor (DNP),SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3203,2012,Lazar Hayward,Thunder,fractured orbital floor (DNP),SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3204,2012,Lazar Hayward,Thunder,activated from IL,SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3205,2012,Lazar Hayward,Thunder,fractured orbital floor (DNP),SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3206,2012,Lazar Hayward,Thunder,placed on IL with flu,SF,25,26,0,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.04,-5.6,-2.4,-8,-0.2,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,8,18,47.619,5.42,1.48
3207,2012,Leandro Barbosa,Pacers,sprained left ankle (DNP),SG,29,22,0,436,13.4,0.496,0.322,0.18,3.1,9.5,6.3,13.3,2.4,0,11.6,23.2,0.2,0.5,0.7,0.076,0.2,-1.6,-1.4,0.1,73,183,0.399,25,59,0.424,48,124,0.387,0.467,25,33,0.758,12,37,49,33,20,0,26,34,196,5,33,21.552,19.82,0.25
3208,2012,Leandro Barbosa,Pacers,activated from IL,SG,29,22,0,436,13.4,0.496,0.322,0.18,3.1,9.5,6.3,13.3,2.4,0,11.6,23.2,0.2,0.5,0.7,0.076,0.2,-1.6,-1.4,0.1,73,183,0.399,25,59,0.424,48,124,0.387,0.467,25,33,0.758,12,37,49,33,20,0,26,34,196,5,33,21.552,19.82,0.25
3209,2012,Leandro Barbosa,Pacers,placed on IL,SG,29,22,0,436,13.4,0.496,0.322,0.18,3.1,9.5,6.3,13.3,2.4,0,11.6,23.2,0.2,0.5,0.7,0.076,0.2,-1.6,-1.4,0.1,73,183,0.399,25,59,0.424,48,124,0.387,0.467,25,33,0.758,12,37,49,33,20,0,26,34,196,5,33,21.552,19.82,0.25
3210,2012,Leandro Barbosa,Raptors,activated from IL,SG,29,42,0,946,14.2,0.518,0.244,0.2,2.6,7.1,4.9,13.3,2,0.6,12.1,28,0.2,0.8,1,0.052,0,-2.2,-2.3,-0.1,198,454,0.436,40,111,0.36,158,343,0.461,0.48,76,91,0.835,21,58,79,63,36,7,68,101,512,5,33,17.857,22.52,0.22
3211,2012,Leandro Barbosa,Raptors,placed on IL with sore left ankle,SG,29,42,0,946,14.2,0.518,0.244,0.2,2.6,7.1,4.9,13.3,2,0.6,12.1,28,0.2,0.8,1,0.052,0,-2.2,-2.3,-0.1,198,454,0.436,40,111,0.36,158,343,0.461,0.48,76,91,0.835,21,58,79,63,36,7,68,101,512,5,33,17.857,22.52,0.22
3212,2012,LeBron James,Heat,rest (DNP),SF,27,62,62,2326,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,11,7.6,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,4,54,12.5,37.52,0.11
3213,2012,LeBron James,Heat,rest (DNP),SF,27,62,62,2326,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,11,7.6,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,4,54,12.5,37.52,0.11
3214,2012,LeBron James,Heat,rest (DNP),SF,27,62,62,2326,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,11,7.6,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,4,54,12.5,37.52,0.11
3215,2012,LeBron James,Heat,sprained left ankle (DNP),SF,27,62,62,2326,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,11,7.6,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,4,54,12.5,37.52,0.11
3216,2012,Linas Kleiza,Raptors,knee injury (DTD),SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3217,2012,Linas Kleiza,Raptors,sore left hip (DNP),SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3218,2012,Linas Kleiza,Raptors,placed on IL with sore left knee,SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3219,2012,Linas Kleiza,Raptors,sore right knee (DNP),SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3220,2012,Linas Kleiza,Raptors,placed on IL with sore right knee,SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3221,2012,Linas Kleiza,Raptors,right knee injury (DNP),SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3222,2012,Linas Kleiza,Raptors,DNP,SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3223,2012,Linas Kleiza,Raptors,activated from IL,SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3224,2012,Linas Kleiza,Raptors,activated from IL,SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3225,2012,Linas Kleiza,Raptors,activated from IL,SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3226,2012,Linas Kleiza,Raptors,sore left knee (DNP),SF,27,49,3,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,165,410,0.402,62,179,0.346,103,231,0.446,0.478,81,100,0.81,42,157,199,46,23,4,64,119,473,11,40,47.619,21.57,0.51
3227,2012,Lou Williams,76ers,rest (DNP),PG,25,64,0,1682,20.2,0.525,0.293,0.373,2,8.3,5.1,22.4,1.7,0.8,7.2,27.4,3.9,2.2,6.1,0.174,3.4,-1.5,1.9,1.7,318,782,0.407,83,229,0.362,235,553,0.425,0.46,237,292,0.812,30,125,155,221,53,18,71,90,956,2,25,7.299,26.28,0.08
3228,2012,Lou Williams,76ers,rest (DNP),PG,25,64,0,1682,20.2,0.525,0.293,0.373,2,8.3,5.1,22.4,1.7,0.8,7.2,27.4,3.9,2.2,6.1,0.174,3.4,-1.5,1.9,1.7,318,782,0.407,83,229,0.362,235,553,0.425,0.46,237,292,0.812,30,125,155,221,53,18,71,90,956,2,25,7.299,26.28,0.08
3229,2012,Luke Babbitt,Blazers,activated,SF,22,40,4,537,11.3,0.556,0.578,0.116,3.4,17.5,10.3,4.8,1,0.6,12.9,17.8,0.4,0.3,0.7,0.064,-0.9,-2.5,-3.4,-0.2,71,173,0.41,43,100,0.43,28,73,0.384,0.535,17,20,0.85,16,79,95,16,10,4,27,46,202,1,17,5.618,13.43,0.07
3230,2012,Luke Harangody,Cavaliers,placed on IL (P),PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3231,2012,Luke Harangody,Cavaliers,placed on IL (F),PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3232,2012,Luke Harangody,Cavaliers,activated from IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3233,2012,Luke Harangody,Cavaliers,placed on IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3234,2012,Luke Harangody,Cavaliers,placed on IL with right knee injury,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3235,2012,Luke Harangody,Cavaliers,activated from IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3236,2012,Luke Harangody,Cavaliers,activated from IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3237,2012,Luke Harangody,Cavaliers,surgury on right knee (out indefinitely),PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3238,2012,Luke Harangody,Cavaliers,placed on IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3239,2012,Luke Harangody,Cavaliers,placed on IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3240,2012,Luke Harangody,Cavaliers,activated from IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3241,2012,Luke Harangody,Cavaliers,activated from IL,PF,24,21,1,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,0.1,0.1,0.2,0.046,-2.7,-1.9,-4.6,-0.2,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,12,15,82.759,11,1.09
3242,2012,Luke Ridnour,Timberwolves,placed on IL with sprained right ankle (out for season),SG,30,53,53,1750,13.6,0.53,0.276,0.216,1.2,7.8,4.5,24,1.6,0.7,13.7,17.8,2.4,0.9,3.3,0.09,0.9,-0.6,0.3,1,242,550,0.44,49,152,0.322,193,398,0.485,0.485,106,119,0.891,19,122,141,252,56,16,96,136,639,2,6,11.236,33.02,0.06
3243,2012,Luke Ridnour,Timberwolves,sore left knee (DNP),SG,30,53,53,1750,13.6,0.53,0.276,0.216,1.2,7.8,4.5,24,1.6,0.7,13.7,17.8,2.4,0.9,3.3,0.09,0.9,-0.6,0.3,1,242,550,0.44,49,152,0.322,193,398,0.485,0.485,106,119,0.891,19,122,141,252,56,16,96,136,639,2,6,11.236,33.02,0.06
